,serial number,Well number,well_no,longitude,latitude,location,Well type,remarks,year,month,value
3276,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Fllowing,2001,Sep,0.9
3277,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2001,Sep,2.71
3278,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damage,2001,Sep,NA
3279,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,Pump fitted,2001,Sep,2.91
3280,1,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2001,Sep,12.1
3281,2,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2001,Sep,10.09
3282,3,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2001,Sep,11.35
3283,4,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2001,Sep,10.55
3632,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2001,Oct,3.49
3633,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,Pump fitted,2001,Oct,NA
3634,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2001,Oct,1.77
3635,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2001,Oct,1
3636,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,Fllowing,2001,Oct,0.1
3637,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,Pump  not open,2001,Oct,NA
3638,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2001,Oct,0.1
3639,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2001,Oct,2.55
3640,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,Pump nor open,2001,Oct,NA
3641,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2001,Oct,1.85
3642,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2001,Oct,2.66
3643,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2001,Oct,1.8
3644,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damage,2001,Oct,NA
3645,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2001,Oct,1.15
3646,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2001,Oct,1.7
3647,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2001,Oct,3.3
3648,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2001,Oct,3
3649,18,NA,bk-sw-18_1,554250,3113800,Klahas_Gaon,Shallow well,NA,2001,Oct,1.49
3650,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2001,Oct,2.4
3651,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Fllowing,2001,Oct,0.14
3652,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2001,Oct,2.81
3653,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damage,2001,Oct,NA
3654,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,Pump fitted,2001,Oct,2.2
3655,1,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2001,Oct,12.2
3656,2,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2001,Oct,10.11
3657,3,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2001,Oct,11.43
3658,4,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2001,Oct,10.65
4007,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2001,Nov,3.6
4008,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,Pump fitted,2001,Nov,NA
4009,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2001,Nov,1.92
4010,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2001,Nov,1.21
4011,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,Fllowing,2001,Nov,0
4012,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,Pump  not open,2001,Nov,NA
4013,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2001,Nov,1.1
4014,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2001,Nov,2.63
4015,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,Pump nor open,2001,Nov,NA
4016,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2001,Nov,1.95
4017,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2001,Nov,2.73
4018,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2001,Nov,1.96
4019,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damage,2001,Nov,NA
4020,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2001,Nov,1.24
4021,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2001,Nov,1.75
4022,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2001,Nov,3.35
4023,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2001,Nov,3.05
4024,18,NA,bk-sw-18_1,554250,3113800,Klahas_Gaon,Shallow well,NA,2001,Nov,1.55
4025,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2001,Nov,2.53
4026,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Fllowing,2001,Nov,0
4027,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2001,Nov,2.92
4028,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damage,2001,Nov,NA
4029,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,Pump fitted,2001,Nov,2.33
4030,1,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2001,Nov,12.24
4031,2,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2001,Nov,11.26
4032,3,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2001,Nov,11.44
4033,4,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2001,Nov,10.68
4382,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2001,Dec,5.2
4383,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,Pump fitted,2001,Dec,4.2
4384,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2001,Dec,3.4
4385,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2001,Dec,NA
4386,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,Fllowing,2001,Dec,NA
4387,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,Pump  not open,2001,Dec,NA
4388,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2001,Dec,2.21
4389,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2001,Dec,2.9
4390,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,Pump nor open,2001,Dec,NA
4391,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2001,Dec,2.16
4392,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2001,Dec,3.65
4393,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2001,Dec,2.2
4394,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damage,2001,Dec,NA
4395,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2001,Dec,1.6
4396,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2001,Dec,2.85
4397,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2001,Dec,4.8
4398,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2001,Dec,2.85
4399,18,NA,bk-sw-18_1,554250,3113800,Klahas_Gaon,Shallow well,NA,2001,Dec,2.2
4400,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2001,Dec,3.26
4401,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Fllowing,2001,Dec,0
4402,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2001,Dec,4.26
4403,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damage,2001,Dec,0
4404,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,Pump fitted,2001,Dec,3.46
4405,1,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2001,Dec,12.28
4406,2,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2001,Dec,11.35
4407,3,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2001,Dec,11.47
4408,4,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2001,Dec,10.71
315,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2002,Jan,3.9
316,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,Pump fitted,2002,Jan,4.2
317,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2002,Jan,2
318,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2002,Jan,NA
319,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,Flowing,2002,Jan,0
320,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2002,Jan,NA
321,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2002,Jan,1.16
322,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2002,Jan,2.7
323,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,Could not open,2002,Jan,NA
324,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2002,Jan,2.04
325,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,Could not open,2002,Jan,NA
326,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2002,Jan,2.1
327,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damaged,2002,Jan,NA
328,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2002,Jan,1.3
329,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2002,Jan,1.81
330,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2002,Jan,3.4
331,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2002,Jan,3.1
332,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2002,Jan,1.6
333,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2002,Jan,2.59
334,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Flowing,2002,Jan,NA
335,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2002,Jan,3.21
336,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damaged,2002,Jan,NA
337,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,Pump fitted,2002,Jan,2.3
338,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2002,Jan,NA
339,NA,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2002,Jan,12.28
340,NA,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2002,Jan,11.09
341,NA,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2002,Jan,11.47
342,NA,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2002,Jan,10.71
343,NA,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2002,Jan,NA
690,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2002,Feb,4
691,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,Pump fitted,2002,Feb,NA
692,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2002,Feb,2.1
693,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2002,Feb,1.23
694,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,Flowing,2002,Feb,89
695,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2002,Feb,NA
696,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2002,Feb,2.06
697,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2002,Feb,2.76
698,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,Could not open,2002,Feb,NA
699,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2002,Feb,2.1
700,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,Could not open,2002,Feb,NA
701,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2002,Feb,2.15
702,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damaged,2002,Feb,NA
703,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2002,Feb,1.92
704,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2002,Feb,1.89
705,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2002,Feb,3.65
706,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2002,Feb,3.18
707,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2002,Feb,2.68
708,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2002,Feb,3.27
709,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Flowing,2002,Feb,NA
710,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2002,Feb,2.09
711,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damaged,2002,Feb,NA
712,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,Pump fitted,2002,Feb,2.35
713,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2002,Feb,NA
714,NA,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2002,Feb,14.28
715,NA,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2002,Feb,11.16
716,NA,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2002,Feb,11.51
717,NA,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2002,Feb,10.78
718,NA,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2002,Feb,NA
1065,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2002,Mar,4.2
1066,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,Pump fitted,2002,Mar,NA
1067,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2002,Mar,2.6
1068,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2002,Mar,1.23
1069,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,Flowing,2002,Mar,0.85
1070,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2002,Mar,NA
1071,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2002,Mar,2.28
1072,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2002,Mar,2.97
1073,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,Could not open,2002,Mar,NA
1074,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2002,Mar,2.24
1075,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,Could not open,2002,Mar,NA
1076,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2002,Mar,2.2
1077,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damaged,2002,Mar,NA
1078,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2002,Mar,1.45
1079,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2002,Mar,2
1080,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2002,Mar,3.82
1081,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2002,Mar,3.16
1082,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2002,Mar,2.65
1083,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2002,Mar,2.74
1084,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Flowing,2002,Mar,NA
1085,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2002,Mar,2.21
1086,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damaged,2002,Mar,NA
1087,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,Pump fitted,2002,Mar,2.51
1088,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2002,Mar,NA
1089,NA,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2002,Mar,14.29
1090,NA,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2002,Mar,11.18
1091,NA,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2002,Mar,11.51
1092,NA,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2002,Mar,10.79
1093,NA,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2002,Mar,NA
1440,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2002,Apr,4.25
1441,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,Pump fitted,2002,Apr,NA
1442,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2002,Apr,2.66
1443,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2002,Apr,1.28
1444,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,Flowing,2002,Apr,0.91
1445,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2002,Apr,NA
1446,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2002,Apr,2.31
1447,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2002,Apr,3
1448,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,Could not open,2002,Apr,NA
1449,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2002,Apr,2.26
1450,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,Could not open,2002,Apr,NA
1451,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2002,Apr,2.26
1452,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damaged,2002,Apr,NA
1453,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2002,Apr,1.51
1454,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2002,Apr,2.15
1455,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2002,Apr,3.87
1456,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2002,Apr,3.19
1457,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2002,Apr,2.73
1458,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2002,Apr,2.82
1459,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Flowing,2002,Apr,NA
1460,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2002,Apr,2.31
1461,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damaged,2002,Apr,NA
1462,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,Pump fitted,2002,Apr,2.6
1463,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2002,Apr,NA
1464,NA,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2002,Apr,14.28
1465,NA,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2002,Apr,11.2
1466,NA,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2002,Apr,11.55
1467,NA,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2002,Apr,10.83
1468,NA,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2002,Apr,NA
1815,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2002,May,4.41
1816,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,Pump fitted,2002,May,NA
1817,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2002,May,2.75
1818,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2002,May,1.31
1819,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,Flowing,2002,May,1
1820,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2002,May,NA
1821,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2002,May,3.83
1822,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2002,May,3.1
1823,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,Could not open,2002,May,NA
1824,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2002,May,2.32
1825,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,Could not open,2002,May,NA
1826,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2002,May,2.31
1827,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damaged,2002,May,NA
1828,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2002,May,1.6
1829,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2002,May,2.21
1830,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2002,May,3.9
1831,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2002,May,3.21
1832,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2002,May,2.81
1833,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2002,May,3
1834,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Flowing,2002,May,NA
1835,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2002,May,2.45
1836,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damaged,2002,May,NA
1837,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,Pump fitted,2002,May,2.76
1838,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2002,May,NA
1839,NA,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2002,May,14.39
1840,NA,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2002,May,11.28
1841,NA,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2002,May,11.57
1842,NA,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2002,May,10.86
1843,NA,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2002,May,NA
2190,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2002,Jun,4.95
2191,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,Pump fitted,2002,Jun,NA
2192,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2002,Jun,3
