,serial number,Well number,well_no,longitude,latitude,location,Well type,remarks,year,month,value
4097,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2006,Nov,1.35
4098,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2006,Nov,2.25
4099,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2006,Nov,2.2
4100,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2006,Nov,1.75
4101,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2006,Nov,3.55
4102,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2006,Nov,2.35
4103,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2006,Nov,2.25
4104,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2006,Nov,2.85
4105,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2006,Nov,NA
4106,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,NA,2006,Nov,NA
4107,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2006,Nov,NA
4108,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2006,Nov,NA
4109,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2006,Nov,3.95
4110,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2006,Nov,1.7
4111,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2006,Nov,1.55
4112,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2006,Nov,3.75
4113,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,NA,2006,Nov,NA
4114,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2006,Nov,2.85
4115,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,NA,2006,Nov,NA
4116,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,NA,2006,Nov,NA
4117,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2006,Nov,2.55
4118,25,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2006,Nov,2.1
4119,26,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2006,Nov,1.85
4120,27,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2006,Nov,1.95
4121,27,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2006,Nov,11.73
4122,28,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2006,Nov,11.65
4123,29,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2006,Nov,11.73
4124,30,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2006,Nov,NA
4125,31,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2006,Nov,2.08
4469,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2006,Dec,3.25
4470,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2006,Dec,2.65
4471,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2006,Dec,2.95
4472,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2006,Dec,1.55
4473,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2006,Dec,2.45
4474,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2006,Dec,2.5
4475,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2006,Dec,2.1
4476,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2006,Dec,3.7
4477,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2006,Dec,2.55
4478,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2006,Dec,2.45
4479,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2006,Dec,3.1
4480,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,NA,2006,Dec,NA
4481,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,NA,2006,Dec,NA
4482,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,NA,2006,Dec,NA
4483,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,NA,2006,Dec,NA
4484,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2006,Dec,4.1
4485,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2006,Dec,2.15
4486,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2006,Dec,1.85
4487,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2006,Dec,3.9
4488,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,NA,2006,Dec,NA
4489,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2006,Dec,3.1
4490,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,NA,2006,Dec,NA
4491,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,NA,2006,Dec,NA
4492,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2006,Dec,2.75
4493,25,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2006,Dec,2.25
4494,26,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2006,Dec,2.1
4495,27,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2006,Dec,2.15
4496,27,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2006,Dec,11.85
4497,28,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2006,Dec,11.35
4498,29,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2006,Dec,11.2
4499,30,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2006,Dec,NA
4500,31,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2006,Dec,2.85
170,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2007,Jan,3.35
171,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2007,Jan,2.75
172,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2007,Jan,2.7
173,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2007,Jan,1.21
174,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2007,Jan,2.31
175,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2007,Jan,2.5
176,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2007,Jan,1.8
177,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2007,Jan,3.49
178,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2007,Jan,2.5
179,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2007,Jan,2.15
180,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2007,Jan,3.05
181,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2007,Jan,3.85
182,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2007,Jan,2.2
183,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2007,Jan,1.83
184,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2007,Jan,4.02
185,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2007,Jan,NA
186,17,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2007,Jan,2.55
187,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2007,Jan,2.31
188,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2007,Jan,1.93
189,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2007,Jan,2.05
190,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2007,Jan,1.1
191,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2007,Jan,11.73
192,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2007,Jan,11.5
193,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2007,Jan,11.48
194,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2007,Jan,NA
195,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2007,Jan,2.63
545,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2007,Feb,3.5
546,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2007,Feb,3
547,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2007,Feb,2.9
548,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2007,Feb,1.31
549,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2007,Feb,2.51
550,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2007,Feb,2.95
551,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2007,Feb,2
552,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2007,Feb,3.74
553,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2007,Feb,2.7
554,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2007,Feb,2.5
555,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2007,Feb,3.2
556,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2007,Feb,4.15
557,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2007,Feb,2.35
558,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2007,Feb,1.13
559,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2007,Feb,4.22
560,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2007,Feb,NA
561,17,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2007,Feb,2.85
562,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2007,Feb,2.56
563,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2007,Feb,2.08
564,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2007,Feb,2.35
565,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2007,Feb,1.4
566,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2007,Feb,11.88
567,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2007,Feb,11.6
568,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2007,Feb,11.33
569,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2007,Feb,NA
570,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2007,Feb,2.88
920,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2007,Mar,3.7
921,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2007,Mar,3.15
922,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2007,Mar,3.05
923,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2007,Mar,1.41
924,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2007,Mar,2.81
925,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2007,Mar,3.1
926,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2007,Mar,2.1
927,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2007,Mar,3.99
928,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2007,Mar,2.9
929,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2007,Mar,2.7
930,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2007,Mar,3.35
931,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2007,Mar,4.35
932,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2007,Mar,2.55
933,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2007,Mar,2.33
934,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2007,Mar,4.42
935,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2007,Mar,NA
936,17,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2007,Mar,3.05
937,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2007,Mar,2.96
938,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2007,Mar,2.38
939,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2007,Mar,2.65
940,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2007,Mar,1.55
941,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2007,Mar,11.93
942,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2007,Mar,11.7
943,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2007,Mar,11.43
944,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2007,Mar,NA
945,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2007,Mar,3.33
1295,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2007,Apr,3.95
1296,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2007,Apr,3.3
1297,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2007,Apr,3.15
1298,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2007,Apr,1.46
1299,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2007,Apr,2.96
1300,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2007,Apr,3.45
1301,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2007,Apr,2.8
1302,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2007,Apr,4.09
1303,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2007,Apr,3.05
1304,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2007,Apr,2.85
1305,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2007,Apr,3.55
1306,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2007,Apr,4.55
1307,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2007,Apr,2.6
1308,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2007,Apr,2.43
1309,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2007,Apr,4.62
1310,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2007,Apr,NA
1311,17,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2007,Apr,3.3
1312,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2007,Apr,3.11
1313,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2007,Apr,2.48
1314,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2007,Apr,2.65
1315,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2007,Apr,1.85
1316,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2007,Apr,11.43
1317,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2007,Apr,11.6
1318,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2007,Apr,11.13
1319,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2007,Apr,NA
1320,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2007,Apr,3.43
1670,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2007,May,4.95
1671,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2007,May,4.1
1672,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2007,May,3.75
1673,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2007,May,1.66
1674,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2007,May,3.36
1675,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2007,May,3.7
1676,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2007,May,3
1677,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2007,May,4.84
1678,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2007,May,3.6
1679,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2007,May,3.35
1680,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2007,May,3.95
1681,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2007,May,5.05
1682,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2007,May,2.95
1683,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2007,May,2.68
1684,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2007,May,4.87
1685,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2007,May,NA
1686,17,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2007,May,3.65
1687,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2007,May,3.61
1688,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2007,May,2.73
1689,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2007,May,2.85
1690,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2007,May,2.1
1691,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2007,May,11.98
1692,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2007,May,11.85
1693,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2007,May,11.33
1694,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2007,May,NA
1695,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2007,May,3.68
2045,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2007,Jun,4.9
2046,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2007,Jun,4
2047,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2007,Jun,3.55
2048,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2007,Jun,1.46
2049,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2007,Jun,3.26
2050,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2007,Jun,3.55
2051,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2007,Jun,2.8
2052,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2007,Jun,4.74
2053,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2007,Jun,3.4
2054,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2007,Jun,2.75
2055,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2007,Jun,3.65
2056,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2007,Jun,4.95
2057,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2007,Jun,2.8
2058,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2007,Jun,2.48
2059,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2007,Jun,4.62
2060,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2007,Jun,NA
2061,17,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2007,Jun,3.45
2062,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2007,Jun,3.56
2063,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2007,Jun,2.63
2064,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2007,Jun,2.7
2065,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2007,Jun,1.6
2066,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2007,Jun,11.48
2067,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2007,Jun,11.4
2068,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2007,Jun,11.03
2069,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2007,Jun,NA
2070,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2007,Jun,3.63
2420,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2007,Jul,3.15
2421,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2007,Jul,2.85
2422,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2007,Jul,2.95
2423,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2007,Jul,1.55
2424,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2007,Jul,2.9
2425,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2007,Jul,2.5
2426,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2007,Jul,1.35
2427,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2007,Jul,3.25
2428,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2007,Jul,2.65
2429,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2007,Jul,2.25
2430,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2007,Jul,2.75
2431,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2007,Jul,3.35
2432,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2007,Jul,2.15
2433,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2007,Jul,1.85
2434,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2007,Jul,3.15
2435,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2007,Jul,NA
2436,17,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2007,Jul,3.35
2437,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2007,Jul,2.2
2438,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2007,Jul,2.25
2439,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2007,Jul,2.15
2440,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2007,Jul,2.1
2441,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2007,Jul,10.75
2442,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2007,Jul,11.45
